Text,Score
شاهد البث المباشر,0.0
حراك شعبي لاول مره في غزه تحت شعار لا للاحتكار وجشع التجار,0.0
صدر الصوره،,0.0
عدنان البرش,0.0
مراسل شؤون غزه الدوحه,0.0
نوفمبر تشرين الثاني,0.0
اضطررت لبيع ملابسي وملابس اطفالي حتي اتمكن من شراء بعض حبات من الخضار وارغفه خبز بسبب الغلاء الكبير في الاسعار والذي لم يحدث بهذا الشكل من قبل في بلدنا تقول السيده ام محمد من مخيم دير البلح وسط قطاع غزه وقد اغرورقت عيناها بالدموع,0.0
وتشير الي ان ما دعاها لفعل ذلك هو طلب احد اولادها منها ان تشتري له حبه طماطم والتي لم تتناولها تلك الاسره منذ شهور وبات ثمن الحبه الواحده يعادل ثلاثه دولارات في منطقتي محافظه وسط قطاع غزه وجنوبه، اما في محافظه الشمال فهي لا تتوفر مطلقا لا سيما في ظل استمرار العمليه البريه الاسرائيليه المتواصله هناك منذ اكثر من شهر حيث تفرض القوات الاسرائيليه عليها حصاراً مطبقاً مانعه وصول اي نوع من المستلزمات الغذائيه والدواء والمياه,0.0
هذا وحدثت زياده مذهله بنسبه في مؤشر اسعار المستهلك في قطاع غزه منذ بدء الصراع الحالي وفقاً لمكتب الاحصاء الفلسطيني وهو الامر الذي يحصل لاول مره في تاريخ الصراع الفلسطيني الاسرائيلي، وكان برنامج الاغذيه العالمي قد حذر مؤخراً من تضاؤل امدادات دقيق القمح، ووصلت الازمه الاقتصاديه، علي حد تعبير الوكاله، الي نقطه الانهيار,0.0
ما هي اسباب الارتفاع الجنوني في الاسعار؟,0.0
يعزو كثير من السكان المحليين الذين تحدثت معهم بي بي سي اسباب ارتفاع الاسعار الذي يقولون انه غير مبرر الي سببين وهما اغلاق المعابر من قبل اسرائيل وهو الامر الذي لا حيله لهم به، والاخر هو احتكار مجموعه من التجار للبضائع بهدف رفع اسعارها عشرات الاضعاف,0.0
وعلاوه علي ما سبق فقد برزت مؤخرا مجموعات من اللصوص ومن يصفهم الاهالي هناك بقطّاع الطرق وباتوا يترصدون لقوافل المساعدات التي تدخل الي القطاع عبر معبر كرم ابو سالم التجاري مع الجانب الاسرائيلي علي الرغم من قلتها ويقومون بسرقتها ومن ثم يعاودون عرضها في السوق ويبيعونها ايضا باسعار فلكيه كما وصف لنا عدد من السكان,0.0
تخطي قصص مقترحه وواصل القراءه,0.0
المساعدات الي غزه سرقات واحتكار واتهامات لاسرائيل وحماس,0.0
القمه الخليجيه الـ تطالب بوقف جرائم القتل والعقاب الجماعي في غزه وتهجير السكان,0.0
ماذا نعرف عن صاروخ اوريشنيك الذي استخدمته روسيا لاول مره في اوكرانيا؟,0.0
كيف ستؤثر مذكرات الاعتقال بحق نتنياهو وغالانت علي حرب غزه ولبنان؟,1.1
قصص مقترحه نهايه,0.0
صدر الصوره،,0.0
التعليق علي الصوره،,0.0
رجل يعد اكواما من الشيكل الاسرائيلي والاوراق النقديه بالدولار الامريكي في كشك غير رسمي لصرف العملات في دير البلح في وسط قطاع غزه,0.0
ويقولون ايضا ان البلاد باتت تعيش في حاله من الفوضي في ظل غياب القانون او ايه جهات رقابيه يمكن ان تضبط الاسواق او ان تضع حدا لحوادث السرقه ومجموعات السطو علي القوافل، وهو ايضا ما فاقم من اوضاع السكان الذين باتوا غير قادرين علي شراء البضائع سواء التي يبيعها اللصوص او التجار المحتكرين، كما يقولون,0.0
بدء حراك شعبي ضد جشع التجار,0.0
شهدت عده اسواق محليه في مناطق مخيم النصيرات ومدينه دير البلح في وسط القطاع وايضا في مدينه خان يونس جنوبا اغلاقًا في اسواقها علي مدار الايام الماضيه من قبل مجموعات سكانيه فلسطينيه من عده عائلات وبعض الفعاليات المجتمعيه وذلك احتجاجًا علي ما يصفوه باحتكار التجار للبضائع لا سيما المواد الغذائيه وهو ما ادي لارتفاع اسعارها بشكل جنوني وغير مبرر كما يقولون,0.0
تخطي يستحق الانتباه وواصل القراءه,0.0
حسابنا الرسمي علي واتساب,0.0
تابعوا التغطيه الشامله من بي بي سي نيوز عربي علي واتساب,0.0
يستحق الانتباه نهايه,0.0
وجاء في بيان لبعض العائلات من مدينه دير البلح انّ هذا الاغلاق يشمل كافه المكونات التجاريه، ووقفًا كاملاً لحركه البيع والشراء بهدف كسر شوكه التجار المتلاعبين بالاسعار واستغلالهم للاوضاع، مؤكده انهم سيستمرون في هذا الاجراء حتي تعود الاسعار الي مستواها الطبيعي,0.0
وتضمن الحراك الشعبي مظاهرات ووقفات نظمها الشبان، رددوا خلالها هتافات تندد بالاحتكار الذي يمارسه التجار وارتفاع الاسعار بشكل جنوني، رافعين شعارات مناهضه لرفع الاسعار منها يسقط جشع التجار,0.0
وياتي الحراك الشعبي ضد غلاء الاسعار جنوبي قطاع غزه في ظل تفاقم ازمه المجاعه؛ لاختفاء جميع اصناف السلع والمنتجات الغذائيه من الاسواق والمحال التجاريه وبسطات الباعه المتجولين، فلا يوجد سوي بعض المعلبات والتي ارتفعت اسعارها بشكل جنوني ان وجدت,0.0
ويعزو المتظاهرون الارتفاع الحاد في الاسعار الي الغياب شبه الكامل للرقابه التنظيميه في القطاع، ويقولون ان التجار، في ظل عدم وجود سلطات لكبح جماحهم، استغلوا الازمه لرفع الاسعار دون رادع,0.0
وقد حاولنا التواصل مع اكثر من تاجر في غزه للتعليق ولكن لم نحصل علي اي تعليق حتي الان,0.0
محتجون نحن واولادنا بتنا جوعي بسبب التجار والاحتلال,0.0
تجمع العشرات من المواطنين الغاضبين في منطقه السوق وسط مدينه خان يونس ومن حولهم مئات المنازل المدمره بفعل الغارات الاسرائيليه العنيفه التي تعرضت لها المنطقه، وكانت اعداد كبيره تنتشر في هذا المكان من عربات الباعه في السوق والتي تعرف محليا بــ البسطات لكنها باتت فارغه تماما وغاب البائعون عنها بفعل هذا الاحتجاج الشعبي، وكان المحتجون يصرخون باصوات عاليه ويرددون شعارات تندد بالتجار وبمن وصفوهم بالمستغلين والمحتكرين,0.0
التقت بي بي سي مع عدد من المحتجين في سوق خان يونس ومن بينهم ابراهيم ابو زرده الذي قال نحن غير قادرين علي العيش وبتنا نحن واولادنا جوعي بسبب جشع التجار وبسبب الاحتلال الذي يغلق المعابر، نحن مع هذا الحراك ونتمني لو كان قد حصل منذ وقت، المواطن في غزه بات معدوما لا يمتلك المال ولا الطعام ولا الشراب، وفوق كل ذلك تفتك بنا الاسعار الجنونيه، انا شاهدت امراه تبيع ملابسها في السوق حتي تتمكن من شراء الخضار لاولادها,0.0
صدر الصوره،,0.0
التعليق علي الصوره،,0.0
مواطنون نازحون يشترون الطعام والفواكه والخضروات اللازمه اثناء الحرب من السوق الشعبيه في يناير كانون الثاني في رفح، غزه,0.0
ويضيف ابو ممدوح الشندغلي بالقول انهم ومنذ عام لا يوجد لديهم اي مصدر دخل او رزق يمكن ان يعتاشوا منه وباتوا يعتمدون في الغالب علي ما يعرف محليا بتكيات الطعام، وهو الطعام الذي يقدمه بعض المتبرعين من ميسوري الحال، ويتابع كنا نقوم بشراء عبوه زيت القلي قبل الحرب بــ شيكل حوالي دولارين واليوم بتنا نشتريها ب شيكل حوالي دولارا ، الوضع صعب جدا علينا وعلي اولادنا ولا يمكن العيش في ظل هذه الظروف,0.0
من ناحيته يضيف مواطن ثالث بان ثمن كيلو السكر علي سبيل المثال كان قبل الحرب بــ شيكل حوالي دولارين ونصف وكان باستطاعتهم شراؤه لكنه اليوم يباع بــ شيكل حوالي دولارا واصبحوا لا يتمكنون من شرائه، وباتت الاسواق اليوم مغلقه وزادت معاناتنا بسبب احتكار التجار، كما يقول، ويطالب من وصفهم بالمسؤولين عن الشعب بمتابعه التجار وملاحقه المستغلين والمحتكرين للبضائع,0.0
كيف تدخل البضائع الي غزه في ظل الحرب؟,0.0
تنفذ قوات الجيش الاسرائيلي عمليه عسكريه بريه في محافظه رفح جنوبي قطاع غزه منذ اكثر من سبعه اشهر قامت خلالها بالسيطره الكامله علي اهم معابر القطاع وهما معبرا رفح البري علي الحدود بين القطاع والجانب المصري وايضا معبر كرم ابو سالم التجاري علي الحدود بين القطاع واسرائيل وقامت باغلاقهما,0.0
هذا علاوه علي سيطرتها علي محور صلاح الدين او ما يعرف اسرائيليا بمحور فيلادلفي علي طول الشريط الحدودي بين مصر وغزه، وعقب اغلاق المعابر منعت اسرائيل ادخال المساعدات والبضائع عبرها لعده شهور وبعد ذلك بدات تسمح بادخال كميات محدوده من البضائع الي القطاع سواء التي تاتي علي شكل مساعدات او التي يقوم تجار غزيون بشرائها بهدف التجاره من الخارج,0.0
وتتم عمليه التنسيق لتجار القطاع لادخال بضائعهم من خلال ما يعرف بدائره الاقتصاد في الجيش الاسرائيلي ومقرها حاليا في معبر بيت حانون ايرز شمال قطاع غزه,0.0
ويمنح الجيش تصاريح محدوده لبعض التجار الذين يتهمهم السكان بالاحتكار، وحسب بعض المصادر في غزه فقد اوقفت اسرائيل ومنذ الثالث من اكتوبر الماضي العمل بهذه الاليه وبات السماح بدخول اي بضائع يقتصر فقط علي منظمات الاغاثه الدوليه والتي يتحكم الجيش الاسرائيلي ايضا في طبيعه وحجم البضائع التي يسمح لهم بادخالها بل وحتي يحدد لهم المكان الذي قد تصل اليه، وعلي سبيل المثال تمنع تماما وصولها الي شمالي غزه منذ اكثر من شهر,0.0
اتهامات لمنظمات دوليه ببيع تنسيقاتهم الاسرائيليه للتجار,0.0
يقول محمد ابو جياب وهو محلل اقتصادي نازح حالياً من مدينه غزه الي مخيم دير البلح وسط القطاع لبي بي سي بان الجيش الاسرائيلي بعد ان اوقف اليه التنسيق الخاصه بالتجار بدء فقط بمنح منظمات دوليه معروفه تنسيقات الدخول الي قطاع غزه,0.0
ويتهم ابو جياب تلك المنظمات بلعب دور فيما وصفه بالفساد والتلاعب والاحتكار من قبل التجار وذلك جراء قيامها ببيع اذونات الدخول التي يحصلون عليها من الجيش الي بعض التجار الذين بدورهم يقومون بشراء البضائع من الخارج وادخالها الي القطاع عبر تلك التصاريح,0.0
ويضيف ان بعض تلك المنظمات تقوم احيانا بجلب مساعدات لسكان القطاع من مواد غذائيه وخيام وملابس وما شابه ذلك وتبيعها للتجار الذين بدورهم يقومون بتخزينها لفترات طويله حتي يصبح الناس في حاجه ماسه وملحه لها ثم يعرضونها في الاسواق باسعار خياليه كما يقول ابو جياب,0.0
ويؤكد ايضاً ان ممثلي تلك المنظمات يحصلون علي مبالغ ماليه عاليه من التجار مقابل تلك التصاريح تصل في احيان كثيره كما يقول الي ان تكون اعلي من سعر البضاعه نفسها التي يدخلها التاجر ما يجعله يقوم برفع اسعار تلك السلع اضعاف مضاعفه ويبقي المتضرر الاول والاخير هو المواطن,0.0
مراسل بي بي سي خرجت من غزه، لكنني اشعر بالذنب لان اقاربي هناك,0.0
حرب غزه هل تتجاوب اسرائيل مع دعوات المنظمات الامميه والانسانيه؟,1.1
يتوقع ان تمتد الحركه الاحتجاجيه الشعبيه الحاليه في محافظتي وسط وجنوب القطاع الي مدينه غزه ايضا والتي كما ذكرنا تستطيع بعض المنظمات الدوليه مساعده التجار بايصال بضائعهم لها رغم ان اسرائيل تصنفها ضمن شمالي القطاع، وللعلم فان العمليه العسكريه التي تجري في الشمال هذه الايام لا تشمل مدينه غزه وانما تجري فقط في بلدات محافظه الشمال والتي تضم بلده جباليا ومخيمها وبلده بيت لاهيا ومدينه بيت حانون,0.0
حيث لقي هذا الاضراب استحساناً وتاييداً من كل المواطنين، الذين تضرروا طوال هذه المده من فساد التجار والمحتكرين وغلاء اسعار البضائع وانعدام كثير منها، فقد يشعرون ان هذه الخطوه يمكن ان تاتي بنتيجه ويعود الاستقرار للسوق، الذي اصبح شكله الحالي اكبر دليل علي المجاعه التي بدات بالانتشار في الوسط والجنوب,0.0
كلمات مفتاحيه,0.0
المزيد حول هذه القصه,0.0
غزه اليوم عام من تغطيه الحرب، فكيف كانت هذه المهمه؟,0.0
العمليات الانسانيه في غزه في خطر بعد تشريع اسرائيلي يحظر عمل الاونروا,0.0
اكتوبر تشرين الاول,0.0
طبيب واحد فقط تبقي في مستشفي كمال عدوان، وتحذيرات امميه من وضع بائس شمالي غزه,0.0
اكتوبر تشرين الاول,0.0
الاخبار الرئيسيه,0.0
الجيش السوري يتصدي لهجوم قوات المعارضه في ريف دير الزرو، وغارات مركزه علي ريف ادلب وحماه,0.0
قبل ساعه واحده,0.0
من يرسم الخطوط بين تونس وليبيا؟,0.0
قائمه امراه من بي بي سي من هن المرشحات لهذا العام؟,0.0
الحرب في السودان بي بي سي تستمع لشهادات مؤلمه من سكان الجنينه المنكوبه,0.0
ديسمبر كانون الاول,0.0
حلب قصه جوهره سوريا التي صهرتها الحرب,0.0
من شن الهجوم علي غرب حلب ولماذا الان؟,0.0
اينشتاين قصه عبقري كان الفيزيائي الاكثر تاثيراً في القرن العشرين,0.0
نظام روما حين سعي العالم لمحكمه دوليه تُحاسب مجرمي الحروب,0.0
الاكثر قراءه,0.0
من هو ابو محمد الجولاني زعيم هيئه تحرير الشام؟,0.0
ماذا لو قرّرت النساء الاضراب عن الجنس؟,0.0
ماذا يحدث في شمال غرب سوريا، ولماذا الان؟,0.0
داوود حسين ونوال الكويتيه بدون جنسيه بعد القرار الجديد في الكويت,0.0
ماذا نعرف عن هجوم ايران علي اسرائيل بالصواريخ؟,0.0
اخر تحديث اكتوبر تشرين الاول,0.0
الجيش السوري يتصدي لهجوم قوات المعارضه في ريف دير الزرو، وغارات مركزه علي ريف ادلب وحماه,0.0
الملكه كاميلا تتغيب عن مراسم استقبال امير قطر بسبب اصابتها بعدوي في الصدر,0.0
ما مواقف كل من ايران واسرائيل ومصر والامارات من الهجوم علي حلب؟,0.0
اليوم العالمي لذوي الاعاقه تعرّف علي الرجل الذي حكم اعظم دوله من فوق كرسي متحرك,0.0
لماذا يمكنك الاعتماد علي اخبار بي بي سي,0.0
شروط الاستخدام,0.0
عن بي بي سي,0.0
سياسه الخصوصيه,0.0
ملفات الارتباط,0.0
اتصل بـ بي بي سي,0.0
بي بي سي بي بي سي ليست مسؤوله عن محتوي المواقع الخارجيه,0.0
سياستنا بخصوص الروابط الخارجيه,0.0
